d_date_sk|d_date
2421390|1917-06-10
2421391|1917-06-11
2421392|1917-06-12
2421393|1917-06-13
2421394|1917-06-14
2421395|1917-06-15
2421396|1917-06-16
2421397|1917-06-17
2421398|1917-06-18
2421399|1917-06-19
2421400|1917-06-20
2421401|1917-06-21
2421402|1917-06-22
2421403|1917-06-23
2421404|1917-06-24
2421405|1917-06-25
2421406|1917-06-26
2421407|1917-06-27
2421408|1917-06-28
2421409|1917-06-29
2421410|1917-06-30
2421411|1917-07-01
2421412|1917-07-02
2421413|1917-07-03
2421414|1917-07-04
2421415|1917-07-05
2421416|1917-07-06
2421417|1917-07-07
2421418|1917-07-08
2421419|1917-07-09
2421420|1917-07-10
2421421|1917-07-11
2421422|1917-07-12
2421423|1917-07-13
2421424|1917-07-14
2421425|1917-07-15
2421426|1917-07-16
2421427|1917-07-17
2421428|1917-07-18
2421429|1917-07-19
2421430|1917-07-20
2421431|1917-07-21
2421432|1917-07-22
2421433|1917-07-23
2421434|1917-07-24
2421435|1917-07-25
2421436|1917-07-26
2421437|1917-07-27
2421438|1917-07-28
2421439|1917-07-29
2421440|1917-07-30
2421441|1917-07-31
2421442|1917-08-01
2421443|1917-08-02
2421444|1917-08-03
2421445|1917-08-04
2421446|1917-08-05
2421447|1917-08-06
2421448|1917-08-07
2421449|1917-08-08
2421450|1917-08-09
2421451|1917-08-10
2421452|1917-08-11
2421453|1917-08-12
2421454|1917-08-13
2421455|1917-08-14
2421456|1917-08-15
2421457|1917-08-16
2421458|1917-08-17
2421459|1917-08-18
2421460|1917-08-19
2421461|1917-08-20
2421462|1917-08-21
2421463|1917-08-22
2421464|1917-08-23
2421465|1917-08-24
2421466|1917-08-25
2421467|1917-08-26
2421468|1917-08-27
2421469|1917-08-28
2421470|1917-08-29
2421471|1917-08-30
2421472|1917-08-31
2421473|1917-09-01
2421474|1917-09-02
2421475|1917-09-03
2421476|1917-09-04
2421477|1917-09-05
2421478|1917-09-06
2421479|1917-09-07
2421480|1917-09-08
2421481|1917-09-09
2421482|1917-09-10
2421483|1917-09-11
2421484|1917-09-12
2421485|1917-09-13
2421486|1917-09-14
2421487|1917-09-15
2421488|1917-09-16
2421489|1917-09-17
2421490|1917-09-18
2421491|1917-09-19
2421492|1917-09-20
2421493|1917-09-21
2421494|1917-09-22
2421495|1917-09-23
2421496|1917-09-24
2421497|1917-09-25
2421498|1917-09-26
2421499|1917-09-27
2421500|1917-09-28
2421501|1917-09-29
2421502|1917-09-30
2421503|1917-10-01
2421504|1917-10-02
2421505|1917-10-03
2421506|1917-10-04
2421507|1917-10-05
2421508|1917-10-06
2421509|1917-10-07
2421510|1917-10-08
2421511|1917-10-09
2421512|1917-10-10
2421513|1917-10-11
2421514|1917-10-12
2421515|1917-10-13
2421516|1917-10-14
2421517|1917-10-15
2421518|1917-10-16
2421519|1917-10-17
2421520|1917-10-18
2421521|1917-10-19
2421522|1917-10-20
2421523|1917-10-21
2421524|1917-10-22
2421525|1917-10-23
2421526|1917-10-24
2421527|1917-10-25
2421528|1917-10-26
2421529|1917-10-27
2421530|1917-10-28
2421531|1917-10-29
2421532|1917-10-30
2421533|1917-10-31
2421534|1917-11-01
2421535|1917-11-02
2421536|1917-11-03
2421537|1917-11-04
2421538|1917-11-05
2421539|1917-11-06
2421540|1917-11-07
2421541|1917-11-08
2421542|1917-11-09
2421543|1917-11-10
2421544|1917-11-11
2421545|1917-11-12
2421546|1917-11-13
2421547|1917-11-14
2421548|1917-11-15
2421549|1917-11-16
2421550|1917-11-17
2421551|1917-11-18
2421552|1917-11-19
2421553|1917-11-20
2421554|1917-11-21
2421555|1917-11-22
2421556|1917-11-23
2421557|1917-11-24
2421558|1917-11-25
2421559|1917-11-26
2421560|1917-11-27
2421561|1917-11-28
2421562|1917-11-29
2421563|1917-11-30
2421564|1917-12-01
2421565|1917-12-02
2421566|1917-12-03
2421567|1917-12-04
2421568|1917-12-05
2421569|1917-12-06
2421570|1917-12-07
2421571|1917-12-08
2421572|1917-12-09
2421573|1917-12-10
2421574|1917-12-11
2421575|1917-12-12
2421576|1917-12-13
2421577|1917-12-14
2421578|1917-12-15
2421579|1917-12-16
2421580|1917-12-17
2421581|1917-12-18
2421582|1917-12-19
2421583|1917-12-20
2421584|1917-12-21
2421585|1917-12-22
2421586|1917-12-23
2421587|1917-12-24
2421588|1917-12-25
2421589|1917-12-26
2421590|1917-12-27
2421591|1917-12-28
2421592|1917-12-29
2421593|1917-12-30
2421594|1917-12-31
2421595|1918-01-01
2421596|1918-01-02
2421597|1918-01-03
2421598|1918-01-04
2421599|1918-01-05
2421600|1918-01-06
2421601|1918-01-07
2421602|1918-01-08
2421603|1918-01-09
2421604|1918-01-10
2421605|1918-01-11
2421606|1918-01-12
2421607|1918-01-13
2421608|1918-01-14
2421609|1918-01-15
2421610|1918-01-16
2421611|1918-01-17
2421612|1918-01-18
2421613|1918-01-19
2421614|1918-01-20
2421615|1918-01-21
2421616|1918-01-22
2421617|1918-01-23
2421618|1918-01-24
2421619|1918-01-25
2421620|1918-01-26
2421621|1918-01-27
2421622|1918-01-28
2421623|1918-01-29
2421624|1918-01-30
2421625|1918-01-31
2421626|1918-02-01
2421627|1918-02-02
2421628|1918-02-03
2421629|1918-02-04
2421630|1918-02-05
2421631|1918-02-06
2421632|1918-02-07
2421633|1918-02-08
2421634|1918-02-09
2421635|1918-02-10
2421636|1918-02-11
2421637|1918-02-12
2421638|1918-02-13
2421639|1918-02-14
2421640|1918-02-15
2421641|1918-02-16
2421642|1918-02-17
2421643|1918-02-18
2421644|1918-02-19
2421645|1918-02-20
2421646|1918-02-21
2421647|1918-02-22
2421648|1918-02-23
2421649|1918-02-24
2421650|1918-02-25
2421651|1918-02-26
2421652|1918-02-27
2421653|1918-02-28
2421654|1918-03-01
2421655|1918-03-02
2421656|1918-03-03
2421657|1918-03-04
2421658|1918-03-05
2421659|1918-03-06
2421660|1918-03-07
2421661|1918-03-08
2421662|1918-03-09
2421663|1918-03-10
2421664|1918-03-11
2421665|1918-03-12
2421666|1918-03-13
2421667|1918-03-14
2421668|1918-03-15
2421669|1918-03-16
2421670|1918-03-17
2421671|1918-03-18
2421672|1918-03-19
2421673|1918-03-20
2421674|1918-03-21
2421675|1918-03-22
2421676|1918-03-23
2421677|1918-03-24
2421678|1918-03-25
2421679|1918-03-26
2421680|1918-03-27
2421681|1918-03-28
2421682|1918-03-29
2421683|1918-03-30
2421684|1918-03-31
2421685|1918-04-01
2421686|1918-04-02
2421687|1918-04-03
2421688|1918-04-04
2421689|1918-04-05
2421690|1918-04-06
2421691|1918-04-07
2421692|1918-04-08
2421693|1918-04-09
2421694|1918-04-10
2421695|1918-04-11
2421696|1918-04-12
2421697|1918-04-13
2421698|1918-04-14
2421699|1918-04-15
2421700|1918-04-16
2421701|1918-04-17
2421702|1918-04-18
2421703|1918-04-19
2421704|1918-04-20
2421705|1918-04-21
2421706|1918-04-22
2421707|1918-04-23
2421708|1918-04-24
2421709|1918-04-25
2421710|1918-04-26
2421711|1918-04-27
2421712|1918-04-28
2421713|1918-04-29
2421714|1918-04-30
2421715|1918-05-01
2421716|1918-05-02
2421717|1918-05-03
2421718|1918-05-04
2421719|1918-05-05
2421720|1918-05-06
2421721|1918-05-07
2421722|1918-05-08
2421723|1918-05-09
2421724|1918-05-10
2421725|1918-05-11
2421726|1918-05-12
2421727|1918-05-13
2421728|1918-05-14
2421729|1918-05-15
2421730|1918-05-16
2421731|1918-05-17
2421732|1918-05-18
2421733|1918-05-19
2421734|1918-05-20
2421735|1918-05-21
2421736|1918-05-22
2421737|1918-05-23
2421738|1918-05-24
2421739|1918-05-25
2421740|1918-05-26
2421741|1918-05-27
2421742|1918-05-28
2421743|1918-05-29
2421744|1918-05-30
2421745|1918-05-31
2421746|1918-06-01
2421747|1918-06-02
2421748|1918-06-03
2421749|1918-06-04
2421750|1918-06-05
2421751|1918-06-06
2421752|1918-06-07
2421753|1918-06-08
2421754|1918-06-09
2421755|1918-06-10
2421756|1918-06-11
2421757|1918-06-12
2421758|1918-06-13
2421759|1918-06-14
2421760|1918-06-15
2421761|1918-06-16
2421762|1918-06-17
2421763|1918-06-18
2421764|1918-06-19
2421765|1918-06-20
2421766|1918-06-21
2421767|1918-06-22
2421768|1918-06-23
2421769|1918-06-24
2421770|1918-06-25
2421771|1918-06-26
2421772|1918-06-27
2421773|1918-06-28
2421774|1918-06-29
2421775|1918-06-30
2421776|1918-07-01
2421777|1918-07-02
2421778|1918-07-03
2421779|1918-07-04
2421780|1918-07-05
2421781|1918-07-06
2421782|1918-07-07
2421783|1918-07-08
2421784|1918-07-09
2421785|1918-07-10
2421786|1918-07-11
2421787|1918-07-12
2421788|1918-07-13
2421789|1918-07-14
2421790|1918-07-15
2421791|1918-07-16
2421792|1918-07-17
2421793|1918-07-18
2421794|1918-07-19
2421795|1918-07-20
2421796|1918-07-21
2421797|1918-07-22
2421798|1918-07-23
2421799|1918-07-24
2421800|1918-07-25
2421801|1918-07-26
2421802|1918-07-27
2421803|1918-07-28
2421804|1918-07-29
2421805|1918-07-30
2421806|1918-07-31
2421807|1918-08-01
2421808|1918-08-02
2421809|1918-08-03
2421810|1918-08-04
2421811|1918-08-05
2421812|1918-08-06
2421813|1918-08-07
2421814|1918-08-08
2421815|1918-08-09
2421816|1918-08-10
2421817|1918-08-11
2421818|1918-08-12
2421819|1918-08-13
2421820|1918-08-14
2421821|1918-08-15
2421822|1918-08-16
2421823|1918-08-17
2421824|1918-08-18
2421825|1918-08-19
2421826|1918-08-20
2421827|1918-08-21
2421828|1918-08-22
2421829|1918-08-23
2421830|1918-08-24
2421831|1918-08-25
2421832|1918-08-26
2421833|1918-08-27
2421834|1918-08-28
2421835|1918-08-29
2421836|1918-08-30
2421837|1918-08-31
2421838|1918-09-01
2421839|1918-09-02
2421840|1918-09-03
2421841|1918-09-04
2421842|1918-09-05
2421843|1918-09-06
2421844|1918-09-07
2421845|1918-09-08
2421846|1918-09-09
2421847|1918-09-10
2421848|1918-09-11
2421849|1918-09-12
2421850|1918-09-13
2421851|1918-09-14
2421852|1918-09-15
2421853|1918-09-16
2421854|1918-09-17
2421855|1918-09-18
2421856|1918-09-19
2421857|1918-09-20
2421858|1918-09-21
2421859|1918-09-22
2421860|1918-09-23
2421861|1918-09-24
2421862|1918-09-25
2421863|1918-09-26
2421864|1918-09-27
2421865|1918-09-28
2421866|1918-09-29
2421867|1918-09-30
2421868|1918-10-01
2421869|1918-10-02
2421870|1918-10-03
2421871|1918-10-04
2421872|1918-10-05
2421873|1918-10-06
2421874|1918-10-07
2421875|1918-10-08
2421876|1918-10-09
2421877|1918-10-10
2421878|1918-10-11
2421879|1918-10-12
2421880|1918-10-13
2421881|1918-10-14
2421882|1918-10-15
2421883|1918-10-16
2421884|1918-10-17
2421885|1918-10-18
2421886|1918-10-19
2421887|1918-10-20
2421888|1918-10-21
2421889|1918-10-22
2421890|1918-10-23
2421891|1918-10-24
2421892|1918-10-25
2421893|1918-10-26
2421894|1918-10-27
2421895|1918-10-28
2421896|1918-10-29
2421897|1918-10-30
2421898|1918-10-31
2421899|1918-11-01
2421900|1918-11-02
2421901|1918-11-03
2421902|1918-11-04
2421903|1918-11-05
2421904|1918-11-06
2421905|1918-11-07
2421906|1918-11-08
2421907|1918-11-09
2421908|1918-11-10
2421909|1918-11-11
2421910|1918-11-12
2421911|1918-11-13
2421912|1918-11-14
2421913|1918-11-15
2421914|1918-11-16
2421915|1918-11-17
2421916|1918-11-18
2421917|1918-11-19
2421918|1918-11-20
2421919|1918-11-21
2421920|1918-11-22
2421921|1918-11-23
2421922|1918-11-24
2421923|1918-11-25
2421924|1918-11-26
2421925|1918-11-27
2421926|1918-11-28
2421927|1918-11-29
2421928|1918-11-30
2421929|1918-12-01
2421930|1918-12-02
2421931|1918-12-03
2421932|1918-12-04
2421933|1918-12-05
2421934|1918-12-06
2421935|1918-12-07
2421936|1918-12-08
2421937|1918-12-09
2421938|1918-12-10
2421939|1918-12-11
2421940|1918-12-12
2421941|1918-12-13
2421942|1918-12-14
2421943|1918-12-15
2421944|1918-12-16
2421945|1918-12-17
2421946|1918-12-18
2421947|1918-12-19
2421948|1918-12-20
2421949|1918-12-21
2421950|1918-12-22
2421951|1918-12-23
2421952|1918-12-24
2421953|1918-12-25
2421954|1918-12-26
2421955|1918-12-27
2421956|1918-12-28
2421957|1918-12-29
2421958|1918-12-30
2421959|1918-12-31
2421960|1919-01-01
2421961|1919-01-02
2421962|1919-01-03
2421963|1919-01-04
2421964|1919-01-05
2421965|1919-01-06
2421966|1919-01-07
2421967|1919-01-08
2421968|1919-01-09
2421969|1919-01-10
2421970|1919-01-11
2421971|1919-01-12
2421972|1919-01-13
2421973|1919-01-14
2421974|1919-01-15
2421975|1919-01-16
2421976|1919-01-17
2421977|1919-01-18
2421978|1919-01-19
2421979|1919-01-20
2421980|1919-01-21
2421981|1919-01-22
2421982|1919-01-23
2421983|1919-01-24
2421984|1919-01-25
2421985|1919-01-26
2421986|1919-01-27
2421987|1919-01-28
2421988|1919-01-29
2421989|1919-01-30
2421990|1919-01-31
2421991|1919-02-01
2421992|1919-02-02
2421993|1919-02-03
2421994|1919-02-04
2421995|1919-02-05
2421996|1919-02-06
2421997|1919-02-07
2421998|1919-02-08
2421999|1919-02-09
2422000|1919-02-10
2422001|1919-02-11
2422002|1919-02-12
2422003|1919-02-13
2422004|1919-02-14
2422005|1919-02-15
2422006|1919-02-16
2422007|1919-02-17
2422008|1919-02-18
2422009|1919-02-19
2422010|1919-02-20
2422011|1919-02-21
2422012|1919-02-22
2422013|1919-02-23
2422014|1919-02-24
2422015|1919-02-25
2422016|1919-02-26
2422017|1919-02-27
2422018|1919-02-28
2422019|1919-03-01
2422020|1919-03-02
2422021|1919-03-03
2422022|1919-03-04
2422023|1919-03-05
2422024|1919-03-06
2422025|1919-03-07
2422026|1919-03-08
2422027|1919-03-09
2422028|1919-03-10
2422029|1919-03-11
2422030|1919-03-12
2422031|1919-03-13
2422032|1919-03-14
2422033|1919-03-15
2422034|1919-03-16
2422035|1919-03-17
2422036|1919-03-18
2422037|1919-03-19
2422038|1919-03-20
2422039|1919-03-21
2422040|1919-03-22
2422041|1919-03-23
2422042|1919-03-24
2422043|1919-03-25
2422044|1919-03-26
2422045|1919-03-27
2422046|1919-03-28
2422047|1919-03-29
2422048|1919-03-30
2422049|1919-03-31
2422050|1919-04-01
2422051|1919-04-02
2422052|1919-04-03
2422053|1919-04-04
2422054|1919-04-05
2422055|1919-04-06
2422056|1919-04-07
2422057|1919-04-08
2422058|1919-04-09
2422059|1919-04-10
2422060|1919-04-11
2422061|1919-04-12
2422062|1919-04-13
2422063|1919-04-14
2422064|1919-04-15
2422065|1919-04-16
2422066|1919-04-17
2422067|1919-04-18
2422068|1919-04-19
2422069|1919-04-20
2422070|1919-04-21
2422071|1919-04-22
2422072|1919-04-23
2422073|1919-04-24
2422074|1919-04-25
2422075|1919-04-26
2422076|1919-04-27
2422077|1919-04-28
2422078|1919-04-29
2422079|1919-04-30
2422080|1919-05-01
2422081|1919-05-02
2422082|1919-05-03
2422083|1919-05-04
2422084|1919-05-05
2422085|1919-05-06
2422086|1919-05-07
2422087|1919-05-08
2422088|1919-05-09
2422089|1919-05-10
2422090|1919-05-11
2422091|1919-05-12
2422092|1919-05-13
2422093|1919-05-14
2422094|1919-05-15
2422095|1919-05-16
2422096|1919-05-17
2422097|1919-05-18
2422098|1919-05-19
2422099|1919-05-20
2422100|1919-05-21
2422101|1919-05-22
2422102|1919-05-23
2422103|1919-05-24
2422104|1919-05-25
2422105|1919-05-26
2422106|1919-05-27
2422107|1919-05-28
2422108|1919-05-29
2422109|1919-05-30
2422110|1919-05-31
2422111|1919-06-01
2422112|1919-06-02
2422113|1919-06-03
2422114|1919-06-04
2422115|1919-06-05
2422116|1919-06-06
2422117|1919-06-07
2422118|1919-06-08
2422119|1919-06-09
2422120|1919-06-10
2422121|1919-06-11
2422122|1919-06-12
2422123|1919-06-13
2422124|1919-06-14
2422125|1919-06-15
2422126|1919-06-16
2422127|1919-06-17
2422128|1919-06-18
2422129|1919-06-19
2422130|1919-06-20
2422131|1919-06-21
2422132|1919-06-22
2422133|1919-06-23
2422134|1919-06-24
2422135|1919-06-25
2422136|1919-06-26
2422137|1919-06-27
2422138|1919-06-28
2422139|1919-06-29
2422140|1919-06-30
2422141|1919-07-01
2422142|1919-07-02
2422143|1919-07-03
2422144|1919-07-04
2422145|1919-07-05
2422146|1919-07-06
2422147|1919-07-07
2422148|1919-07-08
2422149|1919-07-09
2422150|1919-07-10
2422151|1919-07-11
2422152|1919-07-12
2422153|1919-07-13
2422154|1919-07-14
2422155|1919-07-15
2422156|1919-07-16
2422157|1919-07-17
2422158|1919-07-18
2422159|1919-07-19
2422160|1919-07-20
2422161|1919-07-21
2422162|1919-07-22
2422163|1919-07-23
2422164|1919-07-24
2422165|1919-07-25
2422166|1919-07-26
2422167|1919-07-27
2422168|1919-07-28
2422169|1919-07-29
2422170|1919-07-30
2422171|1919-07-31
2422172|1919-08-01
2422173|1919-08-02
2422174|1919-08-03
2422175|1919-08-04
2422176|1919-08-05
2422177|1919-08-06
2422178|1919-08-07
2422179|1919-08-08
2422180|1919-08-09
2422181|1919-08-10
2422182|1919-08-11
2422183|1919-08-12
2422184|1919-08-13
2422185|1919-08-14
2422186|1919-08-15
2422187|1919-08-16
2422188|1919-08-17
2422189|1919-08-18
2422190|1919-08-19
2422191|1919-08-20
2422192|1919-08-21
2422193|1919-08-22
2422194|1919-08-23
2422195|1919-08-24
2422196|1919-08-25
2422197|1919-08-26
2422198|1919-08-27
2422199|1919-08-28
2422200|1919-08-29
2422201|1919-08-30
2422202|1919-08-31
2422203|1919-09-01
2422204|1919-09-02
2422205|1919-09-03
2422206|1919-09-04
2422207|1919-09-05
2422208|1919-09-06
2422209|1919-09-07
2422210|1919-09-08
2422211|1919-09-09
2422212|1919-09-10
2422213|1919-09-11
2422214|1919-09-12
2422215|1919-09-13
2422216|1919-09-14
2422217|1919-09-15
2422218|1919-09-16
2422219|1919-09-17
2422220|1919-09-18
2422221|1919-09-19
2422222|1919-09-20
2422223|1919-09-21
2422224|1919-09-22
2422225|1919-09-23
2422226|1919-09-24
2422227|1919-09-25
2422228|1919-09-26
2422229|1919-09-27
2422230|1919-09-28
2422231|1919-09-29
2422232|1919-09-30
2422233|1919-10-01
2422234|1919-10-02
2422235|1919-10-03
2422236|1919-10-04
2422237|1919-10-05
2422238|1919-10-06
2422239|1919-10-07
2422240|1919-10-08
2422241|1919-10-09
2422242|1919-10-10
2422243|1919-10-11
2422244|1919-10-12
2422245|1919-10-13
2422246|1919-10-14
2422247|1919-10-15
2422248|1919-10-16
2422249|1919-10-17
2422250|1919-10-18
2422251|1919-10-19
2422252|1919-10-20
2422253|1919-10-21
2422254|1919-10-22
2422255|1919-10-23
2422256|1919-10-24
2422257|1919-10-25
2422258|1919-10-26
2422259|1919-10-27
2422260|1919-10-28
2422261|1919-10-29
2422262|1919-10-30
2422263|1919-10-31
2422264|1919-11-01
2422265|1919-11-02
2422266|1919-11-03
2422267|1919-11-04
2422268|1919-11-05
2422269|1919-11-06
2422270|1919-11-07
2422271|1919-11-08
2422272|1919-11-09
2422273|1919-11-10
2422274|1919-11-11
2422275|1919-11-12
2422276|1919-11-13
2422277|1919-11-14
2422278|1919-11-15
2422279|1919-11-16
2422280|1919-11-17
2422281|1919-11-18
2422282|1919-11-19
2422283|1919-11-20
2422284|1919-11-21
2422285|1919-11-22
2422286|1919-11-23
2422287|1919-11-24
2422288|1919-11-25
2422289|1919-11-26
2422290|1919-11-27
2422291|1919-11-28
2422292|1919-11-29
2422293|1919-11-30
2422294|1919-12-01
2422295|1919-12-02
2422296|1919-12-03
2422297|1919-12-04
2422298|1919-12-05
2422299|1919-12-06
2422300|1919-12-07
2422301|1919-12-08
2422302|1919-12-09
2422303|1919-12-10
2422304|1919-12-11
2422305|1919-12-12
2422306|1919-12-13
2422307|1919-12-14
2422308|1919-12-15
2422309|1919-12-16
2422310|1919-12-17
2422311|1919-12-18
2422312|1919-12-19
2422313|1919-12-20
2422314|1919-12-21
2422315|1919-12-22
2422316|1919-12-23
2422317|1919-12-24
2422318|1919-12-25
2422319|1919-12-26
2422320|1919-12-27
2422321|1919-12-28
2422322|1919-12-29
2422323|1919-12-30
2422324|1919-12-31
2422325|1920-01-01
2422326|1920-01-02
2422327|1920-01-03
2422328|1920-01-04
2422329|1920-01-05
2422330|1920-01-06
2422331|1920-01-07
2422332|1920-01-08
2422333|1920-01-09
2422334|1920-01-10
2422335|1920-01-11
2422336|1920-01-12
2422337|1920-01-13
2422338|1920-01-14
2422339|1920-01-15
2422340|1920-01-16
2422341|1920-01-17
2422342|1920-01-18
2422343|1920-01-19
2422344|1920-01-20
2422345|1920-01-21
2422346|1920-01-22
2422347|1920-01-23
2422348|1920-01-24
2422349|1920-01-25
2422350|1920-01-26
2422351|1920-01-27
2422352|1920-01-28
2422353|1920-01-29
2422354|1920-01-30
2422355|1920-01-31
2422356|1920-02-01
2422357|1920-02-02
2422358|1920-02-03
2422359|1920-02-04
2422360|1920-02-05
2422361|1920-02-06
2422362|1920-02-07
2422363|1920-02-08
2422364|1920-02-09
2422365|1920-02-10
2422366|1920-02-11
2422367|1920-02-12
2422368|1920-02-13
2422369|1920-02-14
2422370|1920-02-15
2422371|1920-02-16
2422372|1920-02-17
2422373|1920-02-18
2422374|1920-02-19
2422375|1920-02-20
2422376|1920-02-21
2422377|1920-02-22
2422378|1920-02-23
2422379|1920-02-24
2422380|1920-02-25
2422381|1920-02-26
2422382|1920-02-27
2422383|1920-02-28
2422384|1920-02-29
2422385|1920-03-01
2422386|1920-03-02
2422387|1920-03-03
2422388|1920-03-04
2422389|1920-03-05
2422390|1920-03-06
2422391|1920-03-07
2422392|1920-03-08
2422393|1920-03-09
2422394|1920-03-10
2422395|1920-03-11
2422396|1920-03-12
2422397|1920-03-13
2422398|1920-03-14
2422399|1920-03-15
2422400|1920-03-16
2422401|1920-03-17
2422402|1920-03-18
2422403|1920-03-19
2422404|1920-03-20
2422405|1920-03-21
2422406|1920-03-22
2422407|1920-03-23
2422408|1920-03-24
2422409|1920-03-25
2422410|1920-03-26
2422411|1920-03-27
2422412|1920-03-28
2422413|1920-03-29
2422414|1920-03-30
2422415|1920-03-31
2422416|1920-04-01
2422417|1920-04-02
2422418|1920-04-03
2422419|1920-04-04
2422420|1920-04-05
2422421|1920-04-06
2422422|1920-04-07
2422423|1920-04-08
2422424|1920-04-09
2422425|1920-04-10
2422426|1920-04-11
2422427|1920-04-12
2422428|1920-04-13
2422429|1920-04-14
2422430|1920-04-15
2422431|1920-04-16
2422432|1920-04-17
2422433|1920-04-18
2422434|1920-04-19
2422435|1920-04-20
2422436|1920-04-21
2422437|1920-04-22
2422438|1920-04-23
2422439|1920-04-24
2422440|1920-04-25
2422441|1920-04-26
2422442|1920-04-27
2422443|1920-04-28
2422444|1920-04-29
2422445|1920-04-30
2422446|1920-05-01
2422447|1920-05-02
2422448|1920-05-03
2422449|1920-05-04
2422450|1920-05-05
2422451|1920-05-06
2422452|1920-05-07
2422453|1920-05-08
2422454|1920-05-09
2422455|1920-05-10
2422456|1920-05-11
2422457|1920-05-12
2422458|1920-05-13
2422459|1920-05-14
2422460|1920-05-15
2422461|1920-05-16
2422462|1920-05-17
2422463|1920-05-18
2422464|1920-05-19
2422465|1920-05-20
2422466|1920-05-21
2422467|1920-05-22
2422468|1920-05-23
2422469|1920-05-24
2422470|1920-05-25
2422471|1920-05-26
2422472|1920-05-27
2422473|1920-05-28
2422474|1920-05-29
2422475|1920-05-30
2422476|1920-05-31
2422477|1920-06-01
2422478|1920-06-02
2422479|1920-06-03
2422480|1920-06-04
2422481|1920-06-05
2422482|1920-06-06
2422483|1920-06-07
2422484|1920-06-08
2422485|1920-06-09
2422486|1920-06-10
2422487|1920-06-11
